Sample	Coverage
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	0.903954802259887
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	0.9913127413127414
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	0.9795321637426901
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	0.9944979367262724
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	0.45985401459854014
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	0.9954545454545455
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	0.975
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
cDNA_ONT_ES	1.0
